,Date,NVDA,000660.KS_pvd,005930.KS_pvd,AMD_pvd,AMZN_pvd,ASML_pvd,GOOG_pvd,MSFT_pvd,MU_pvd,NVDA_pvd,TSM_pvd,^GSPC_pvd,^IXIC_pvd,^SOX_pvd,Interest Rate_pvd,50D SMA_pvd,200D SMA_pvd
0,2019-05-13,0.007432405942306944,0.10137282458360797,0.030330546576245898,0.011622402597138953,0.11824116812052998,0.012971558191918808,0.05252772497084324,0.020697400106016228,0.09989251198623966,0.010649146990873985,0.039224437773502374,0.21346060037736014,0.1102402327231573,0.04950516081176115,0.44234404536862,0.008357406969105814,0.019515797257989673
1,2019-05-14,0.008520711681795641,0.09329900776412858,0.02587016974643741,0.0,0.08686004568813999,0.0038164859273685237,0.03930144234762889,0.009270062057333217,0.07595519654035804,0.007483754970581562,0.025291392217193676,0.19041421888114585,0.08206937257006741,0.031479839292245904,0.44234404536862,0.008413197610295693,0.019289788562974586
2,2019-05-15,0.007774966376654556,0.10316718776824585,0.02587016974643741,0.007297790075108085,0.09499204224932722,0.01219939635113601,0.03454668989566667,0.013441947376693741,0.09329458957130848,0.008579579599999339,0.032712208613556115,0.19788527191904337,0.09119841785433935,0.040214072662766887,0.44234404536862,0.008429048990243777,0.019049640935380363
3,2019-05-16,0.007959894893052807,0.10227000617592696,0.02408614594612557,0.009054667134273608,0.10946099677613097,0.015056249002638272,0.05250309251555835,0.018751967633276134,0.09176001714086651,0.007828682087476606,0.032712208613556115,0.20337096036489155,0.1003472358825157,0.04322259900788272,0.44612476370510395,0.008457177419367377,0.0187947116964534
4,2019-05-17,0.006850365710613829,0.07894529139450346,0.006244559294634633,0.011960271005648837,0.12644317609628164,0.016721814543169677,0.05856242612219614,0.02758167236392378,0.07488103159885368,0.008014888238558837,0.029380414170094404,0.2117768357622638,0.10826871688957207,0.036934876187690646,0.444234404536862,0.008481886923404118,0.01854835150757439
5,2019-05-20,0.0054013080142487,0.07625404389441615,0.0,0.00851409056901975,0.10845842478159329,0.01568496332226854,0.051719548823560835,0.02497228746101776,0.05570054500922755,0.006897693537605019,0.019687882255064626,0.20621160001903316,0.099734586585559,0.02969072892967095,0.444234404536862,0.008539076215765877,0.018323413943815314
6,2019-05-21,0.00640472929659195,0.06997421866348774,0.01427338038635284,0.0029731775530771887,0.10378160536885095,0.003860580279561765,0.04209930741798723,0.019358809783977027,0.03360444232137155,0.005438624587118433,0.0076479549578789,0.19981439503430654,0.08784714160525742,0.015143114195636576,0.444234404536862,0.008592224960297733,0.018076196849931517
7,2019-05-22,0.005537721146575622,0.06459164934409578,0.03479100273831148,0.007500511120214021,0.10310546870970028,0.007467477157487884,0.04652172516827846,0.021422097326432077,0.04925573415922585,0.006448978309400839,0.012494237410568931,0.2078125804172195,0.09654516145668457,0.022523902507520677,0.444234404536862,0.008612272293761512,0.017840119521110073
8,2019-05-23,0.0040583442459958124,0.052032147520673755,0.04103556203294623,0.007905940322063904,0.1041126654419885,0.005018761407256461,0.0472560665480678,0.0237584820092564,0.035292424315117754,0.005575980170899608,0.009465294382462519,0.20513103535784316,0.09290478526902046,0.015003924103226984,0.44234404536862,0.008544670820453439,0.01758090575715912
9,2019-05-24,0.00340051531842165,0.043958144903150864,0.04728004199532365,0.0008108712920617267,0.08350277068038647,0.004015016169631402,0.04288698260184959,0.01923741712376492,0.021328876072309877,0.004086382546790113,0.003180368735784034,0.1938514228041629,0.08011350166529307,0.009280766116367023,0.44234404536862,0.008434021972188295,0.017311623359401798
10,2019-05-27,0.00340051531842165,0.04036975297035328,0.026762102314336178,0.001351447857315613,0.08713980674715094,0.003110553662703408,0.03989218308593517,0.019419481884011214,0.02409096340788558,0.003424008808765054,0.004164767797089797,0.19511762480024164,0.08102462766598251,0.00647849160612618,0.44234404536862,0.00827271087036354,0.017026488219055766
11,2019-05-28,0.0028487710043040362,0.034090039218251045,0.02587016974643741,0.001351447857315613,0.08713980674715094,0.003110553662703408,0.03989218308593517,0.019419481884011214,0.02409096340788558,0.003424008808765054,0.004164767797089797,0.19511762480024164,0.08102462766598251,0.00647849160612618,0.44234404536862,0.00827271087036354,0.017026488219055766
12,2019-05-29,0.0019423758327756294,0.02511889216801788,0.02408614594612557,0.018987766353949026,0.09327149750644814,0.00442313546133663,0.04017115268435234,0.019176745023730735,0.007825675718764635,0.0028684526018894485,0.0,0.18727189832706292,0.07792912307065414,0.003469996730622038,0.444234404536862,0.008107203815023105,0.016732569802410557
13,2019-05-30,0.0016176250200742523,0.026913181033438427,0.010705094788957537,0.012500847570902696,0.08523270719839005,0.0017427482664351401,0.03291393683036575,0.015474947329275512,0.013196262027586891,0.001955795324704801,0.0003028514153552986,0.1808515493677164,0.07166289591607222,0.004828571335960874,0.444234404536862,0.007878291239890277,0.01642129905941822
14,2019-05-31,0.0005098795941965995,0.02511889216801788,0.02408614594612557,0.012095418369052785,0.08389445039296395,0.0032098363934003893,0.03352517853209219,0.017872004112133966,0.013656609916849527,0.0016288008726229736,0.002953197183917289,0.18278730816801037,0.0737930523470145,0.007334402104284821,0.444234404536862,0.007629020519922154,0.016123310344000233
15,2019-06-03,0.0,0.019736360008234533,0.023194054713712497,0.007905940322063904,0.06466009493803948,0.0011802635229224978,0.027650478792958344,0.01165173274453618,0.002762027735900785,0.0005134022518531109,0.005300592566073237,0.17058954339042076,0.06183563835284478,0.002407865867200043,0.44612476370510395,0.007323492941706859,0.01581161114850549
