,Date,NVDA,000660.KS_pvd,005930.KS_pvd,AMD_pvd,AMZN_pvd,ASML_pvd,GOOG_pvd,MSFT_pvd,MU_pvd,NVDA_pvd,TSM_pvd,^GSPC_pvd,^IXIC_pvd,^SOX_pvd,Interest Rate_pvd,50D SMA_pvd,200D SMA_pvd
0,2014-05-13,-0.035314270986750565,-0.22144886057491858,-0.2891632215972868,-0.15048314312452482,-0.6218129064477453,-0.12000770136740742,-0.20830618911878968,-0.2561357871644053,-0.07549478905142049,-0.03547087606741914,-0.15201997110441204,-0.11294514521953913,-0.2835466003824497,-0.180552145036391,0.007561436672967864,-0.05315138642851471,-0.07671356364940418
1,2014-05-14,-0.0353663352546332,-0.21895154907260767,-0.2853080705577923,-0.15007770908953919,-0.6209829083211199,-0.12098382600143222,-0.20700927626340862,-0.2541587344478375,-0.07365339749437005,-0.035558250327151555,-0.15169685536641161,-0.11268000104876186,-0.28497538497226615,-0.18173801441289333,0.00945179584120983,-0.053148744531856695,-0.07670220965809063
2,2014-05-15,-0.0353952595891609,-0.21562186233554087,-0.2804891515914884,-0.1504155710538681,-0.624256253232425,-0.12123574844651053,-0.20964401000346855,-0.2546462313794018,-0.08546864565400658,-0.03561067429680296,-0.1520846156957398,-0.11563660334496784,-0.28805840420095385,-0.18304763803728186,0.007561436672967864,-0.05314936615459976,-0.07669128411927947
3,2014-05-16,-0.03540683013800435,-0.21645427472990542,-0.28209547113563255,-0.15055071519518157,-0.6253893317687964,-0.12156110278002563,-0.21237286038017614,-0.25637956591777733,-0.1008131481650899,-0.03563979846385905,-0.15156753319340585,-0.12149684384161485,-0.29132926449673374,-0.18480066849007892,0.00945179584120983,-0.053152318862629305,-0.07668100125922192
4,2014-05-19,-0.035239067367678956,-0.2143732994834071,-0.27631270491026216,-0.15014528277124117,-0.6242189440499939,-0.1211517684282959,-0.21210692689055968,-0.25575663499933576,-0.09820455979233089,-0.035651448951344755,-0.15085662413572706,-0.1191733020819542,-0.28910623222618875,-0.18325129362919426,0.00945179584120983,-0.05315837968437417,-0.07667157530416915
5,2014-05-20,-0.035301541927607816,-0.2256109968659586,-0.26988766473045717,-0.1496722766655988,-0.6246572535703154,-0.12101532070945839,-0.20873985491828126,-0.25597336087743294,-0.08424107114919793,-0.03548252714109289,-0.15156753319340585,-0.11678016655245727,-0.2854304128854691,-0.181694192978645,0.00945179584120983,-0.05316055536397488,-0.076661720896614
6,2014-05-21,-0.035301541927607816,-0.21645427472990542,-0.26892393646977647,-0.14994256494822572,-0.622591605560244,-0.12116226372937704,-0.20836755116273636,-0.25616287638478796,-0.09022550431009951,-0.03554543332544716,-0.15253705360674594,-0.12084055840746144,-0.2884487120503459,-0.18258874815993248,0.00945179584120983,-0.05315884590143146,-0.07665122381030523
7,2014-05-22,-0.03527829545787862,-0.2172866871242699,-0.27213645655967894,-0.14960470620598731,-0.6208103878155664,-0.1191365473537595,-0.2046159061560418,-0.25434837110555203,-0.0834738743334894,-0.03554543332544716,-0.1526016487125483,-0.11580233362476389,-0.2848323893037202,-0.1817560622351852,0.00945179584120983,-0.05315713643888804,-0.07664115517649887
8,2014-05-23,-0.03522889634585033,-0.2131246251524473,-0.2769553358598542,-0.15021285323085265,-0.6208570176233104,-0.118790167198951,-0.20211208123965285,-0.25502537142943543,-0.0807119061972636,-0.035522026250438765,-0.15169685536641161,-0.1143240324766609,-0.2824528313040451,-0.18111414509637208,0.00945179584120983,-0.053156359410459215,-0.07663194344769732
9,2014-05-26,-0.03522889634585033,-0.21354088708904262,-0.27631270491026216,-0.15014528277124117,-0.6174391229761169,-0.11858026117732835,-0.1989864041992483,-0.2549712414488139,-0.07825678698748378,-0.03547228584967841,-0.15156753319340585,-0.11165907662986174,-0.2791683645066609,-0.17966789615292494,0.00945179584120983,-0.05315527157065885,-0.07662123213513736
10,2014-05-27,-0.03513300662302757,-0.2131246251524473,-0.27824043909452384,-0.15014528277124117,-0.6174391229761169,-0.11858026117732835,-0.1989864041992483,-0.2549712414488139,-0.07825678698748378,-0.03547228584967841,-0.15156753319340585,-0.11165907662986174,-0.2791683645066609,-0.17966789615292494,0.00945179584120983,-0.05315527157065885,-0.07662123213513736
11,2014-05-28,-0.03508651426573515,-0.21478952426039372,-0.2830592390624419,-0.1500101386299277,-0.6181012520161189,-0.11678544142549574,-0.19356554258162773,-0.2547816653662791,-0.06705532608025155,-0.03537573364365348,-0.15008101275360755,-0.10788705384324304,-0.2738185123028255,-0.17781946557235498,0.00945179584120983,-0.05314703506931327,-0.0766105208225774
12,2014-05-29,-0.03509523045478089,-0.2114596888848922,-0.27470666302901825,-0.15028042691255464,-0.6184090016322479,-0.11717380278462877,-0.19531249070805567,-0.25526915018280744,-0.058615833309245136,-0.03532892007982475,-0.1502749465275908,-0.1085930664536342,-0.27506985180430366,-0.17766995344731815,0.00945179584120983,-0.05313895397365346,-0.07659766724750545
13,2014-05-30,-0.035080703084927334,-0.2114596888848922,-0.26603251369096265,-0.15007770908953919,-0.6167210435030581,-0.11679593672657687,-0.19596708177518188,-0.25437539975075496,-0.0590762109983452,-0.03533769648730329,-0.15130904555155808,-0.10519559571781434,-0.27268295546668464,-0.17733480208304914,0.00945179584120983,-0.05313025125525058,-0.0765852421249359
